Date,Open,High,Low,Close,Adj Close,Volume
2020-01-29,81.112503,81.962502,80.345001,81.084999,80.529434,216229200.0
2020-01-30,80.135002,81.022499,79.6875,80.967499,80.412743,126743200.0
2020-01-31,80.232498,80.669998,77.072502,77.377502,76.847343,199588400.0
2020-02-03,76.074997,78.372498,75.555,77.165001,76.636299,173985600.0
2020-02-04,78.827499,79.910004,78.407501,79.712502,79.166336,136616400.0
2020-02-05,80.879997,81.190002,79.737503,80.362503,79.811897,118826800.0
2020-02-06,80.642502,81.305,80.065002,81.302498,80.745445,105425600.0
2020-02-07,80.592499,80.849998,79.5,80.0075,79.647896,117684000.0
2020-02-10,78.544998,80.387497,78.462502,80.387497,80.026192,109348800.0
2020-02-11,80.900002,80.974998,79.677498,79.902496,79.543365,94323200.0
2020-02-12,80.3675,81.805,80.3675,81.800003,81.43235,113730400.0
2020-02-13,81.047501,81.555,80.837502,81.217499,80.852463,94747600.0
2020-02-14,81.184998,81.495003,80.712502,81.237503,80.872375,80113600.0
2020-02-18,78.839996,79.9375,78.652496,79.75,79.391556,152531200.0
2020-02-19,80.0,81.142502,80.0,80.904999,80.541367,93984000.0
2020-02-20,80.657501,81.162498,79.552498,80.074997,79.715088,100566000.0
2020-02-21,79.654999,80.112503,77.625,78.262497,77.910744,129554000.0
2020-02-24,74.315002,76.044998,72.307503,74.544998,74.209946,222195200.0
2020-02-25,75.237503,75.6325,71.532501,72.019997,71.696297,230673600.0
2020-02-26,71.6325,74.470001,71.625,73.162498,72.833664,198054800.0
2020-02-27,70.275002,71.5,68.239998,68.379997,68.072662,320605600.0
2020-03-02,70.57,75.360001,69.43,74.702499,74.366737,341397200.0
2020-03-03,75.917503,76.0,71.449997,72.330002,72.004913,319475600.0
2020-03-04,74.110001,75.849998,73.282501,75.684998,75.344826,219178400.0
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.900864,187572800.0
2020-03-06,70.5,72.705002,70.307503,72.2575,71.932739,226176800.0
2020-03-10,69.285004,71.610001,67.342499,71.334999,71.014381,285290000.0
2020-03-11,69.347504,70.305,67.964996,68.857498,68.548012,255598800.0
2020-04-14,70.0,72.0625,69.512497,71.762497,71.439957,194994800.0
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.787903,131154400.0
2020-04-16,71.845001,72.050003,70.587502,71.672501,71.350365,157125200.0
2020-04-17,71.172501,71.737503,69.214996,70.699997,70.382233,215250000.0
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.921326,130015200.0
2020-04-23,68.967499,70.4375,68.717499,68.7575,68.448463,124814400.0
2020-04-24,69.300003,70.752502,69.25,70.7425,70.424545,126508800.0
2020-04-27,70.449997,71.135002,69.987503,70.792503,70.474319,117087600.0
2020-04-28,71.269997,71.457497,69.550003,69.644997,69.33197,112004800.0
2020-04-29,71.182503,72.417503,70.972504,71.932503,71.6092,137280800.0
2020-04-30,72.489998,73.6325,72.087502,73.449997,73.119873,183064000.0
2020-05-01,71.5625,74.75,71.462502,72.267502,71.942688,240616800.0
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.960594,133568000.0
2020-05-05,73.764999,75.25,73.614998,74.389999,74.055649,147751200.0
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.819695,142333600.0
2020-05-07,75.805,76.292503,75.4925,75.934998,75.593697,115215200.0
2020-05-08,76.410004,77.587502,76.072502,77.532501,77.39296,134048000.0
2020-05-11,77.025002,79.262497,76.809998,78.752502,78.610764,145946400.0
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.712387,162301200.0
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.774071,200622400.0
2020-05-14,76.127502,77.447502,75.3825,77.385002,77.245728,158929200.0
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.789047,166348400.0
2020-05-18,78.292503,79.125,77.580002,78.739998,78.598282,135372400.0
2020-05-19,78.7575,79.629997,78.252502,78.285004,78.144112,101729600.0
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.663872,111504800.0
2020-05-21,79.665001,80.222504,78.967499,79.212502,79.069939,102688800.0
2020-05-22,78.942497,79.807503,78.837502,79.722504,79.579025,81803200.0
2020-05-26,80.875,81.059998,79.125,79.182503,79.039993,125522000.0
2020-05-27,79.035004,79.677498,78.272499,79.527496,79.384369,112945200.0
2020-05-28,79.192497,80.860001,78.907501,79.5625,79.419304,133560800.0
2020-05-29,79.8125,80.287498,79.1175,79.485001,79.341949,153598000.0
2020-06-01,79.4375,80.587502,79.302498,80.462502,80.317688,80791200.0
2020-06-02,80.1875,80.860001,79.732498,80.834999,80.689514,87642800.0
2020-06-03,81.165001,81.550003,80.574997,81.279999,81.133713,104491200.0
2020-06-04,81.097504,81.404999,80.195,80.580002,80.434975,87560400.0
2020-06-05,80.837502,82.9375,80.807503,82.875,82.725845,137250400.0
2020-06-08,82.5625,83.400002,81.830002,83.364998,83.214958,95654400.0
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.84272,147712400.0
2020-06-10,86.974998,88.692497,86.522499,88.209999,88.051239,166651600.0
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.82386,201662400.0
2020-06-12,86.18,86.949997,83.555,84.699997,84.547554,200146000.0
2020-06-15,83.3125,86.419998,83.144997,85.747498,85.59317,138808800.0
2020-06-16,87.864998,88.300003,86.18,88.019997,87.86158,165428800.0
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.739304,114406400.0
2020-06-18,87.852501,88.362503,87.305,87.932503,87.774246,96820400.0
2020-06-19,88.660004,89.139999,86.287498,87.43,87.272644,264476000.0
2020-06-22,87.834999,89.864998,87.787498,89.717499,89.55603,135445200.0
2020-06-23,91.0,93.095001,90.567497,91.6325,91.467583,212155600.0
2020-06-24,91.25,92.197502,89.629997,90.014999,89.852997,192623200.0
2020-06-25,90.175003,91.25,89.392502,91.209999,91.045845,137522400.0
2020-06-26,91.102501,91.330002,88.254997,88.407501,88.24839,205256800.0
2020-06-29,88.3125,90.542503,87.82,90.445,90.282219,130646000.0
2020-06-30,90.019997,91.495003,90.0,91.199997,91.035858,140223200.0
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.86367,110737200.0
2020-07-02,91.962502,92.6175,90.910004,91.027496,90.86367,114041600.0
2020-07-06,92.5,93.945,92.467499,93.462502,93.294289,118655600.0
2020-07-07,93.852501,94.654999,93.057503,93.172501,93.004814,112424400.0
2020-07-08,94.18,95.375,94.089996,95.342499,95.170906,117092000.0
2020-07-09,96.262497,96.317497,94.672501,95.752502,95.58017,125642800.0
2020-07-10,95.334999,95.980003,94.705002,95.919998,95.747368,90257200.0
2020-07-13,97.264999,99.955002,95.2575,95.477501,95.305664,191649200.0
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.88282,170989200.0
2020-07-15,98.989998,99.247498,96.489998,97.724998,97.549118,153198000.0
2020-07-16,96.5625,97.404999,95.904999,96.522499,96.348778,110577600.0
2020-07-17,96.987503,97.147499,95.839996,96.327499,96.154129,92186800.0
2020-07-20,96.417503,98.5,96.0625,98.357498,98.180481,90318000.0
2020-07-21,99.172501,99.25,96.7425,97.0,96.825424,103646000.0
2020-07-22,96.692497,97.974998,96.602501,97.272499,97.097435,89001600.0
2020-07-23,96.997498,97.077499,92.010002,92.845001,92.677902,197004400.0
2020-07-24,90.987503,92.970001,89.144997,92.614998,92.448311,185438800.0
2020-07-27,93.709999,94.904999,93.480003,94.809998,94.639359,121214000.0
2020-07-28,94.3675,94.550003,93.247498,93.252502,93.084671,103625600.0
2020-07-29,93.75,95.230003,93.712502,95.040001,94.86895,90329200.0
2020-07-30,94.1875,96.297501,93.767502,96.190002,96.016884,158130000.0
2020-07-31,102.885002,106.415001,100.824997,106.260002,106.068756,374336800.0
2020-08-03,108.199997,111.637497,107.892502,108.9375,108.74144,308151200.0
2020-08-04,109.1325,110.790001,108.387497,109.665001,109.467628,173071600.0
2020-08-05,109.377502,110.392502,108.897499,110.0625,109.86441,121992000.0
2020-08-06,110.404999,114.412498,109.797501,113.902496,113.697502,202428800.0
2020-08-07,113.205002,113.675003,110.292503,111.112503,111.112503,198045600.0
2020-08-10,112.599998,113.775002,110.0,112.727501,112.727501,212403600.0
2020-08-11,111.970001,112.482498,109.107498,109.375,109.375,187902400.0
2020-08-12,110.497498,113.275002,110.297501,113.010002,113.010002,165944800.0
2020-08-13,114.43,116.042503,113.927498,115.010002,115.010002,210082000.0
2020-08-14,114.830002,115.0,113.044998,114.907501,114.907501,165565200.0
2020-08-17,116.0625,116.087502,113.962502,114.607498,114.607498,119561600.0
2020-08-18,114.352501,116.0,114.0075,115.5625,115.5625,105633600.0
2020-08-19,115.982498,117.162498,115.610001,115.707497,115.707497,145538000.0
2020-08-20,115.75,118.392502,115.732498,118.275002,118.275002,126907200.0
2020-08-21,119.262497,124.8675,119.25,124.370003,124.370003,338054800.0
2020-08-24,128.697495,128.785004,123.9375,125.857498,125.857498,345937600.0
2020-08-25,124.697502,125.18,123.052498,124.824997,124.824997,211495600.0
2020-08-26,126.18,126.9925,125.082497,126.522499,126.522499,163022400.0
2020-08-27,127.142502,127.485001,123.832497,125.010002,125.010002,155552400.0
2020-08-28,126.012497,126.442497,124.577499,124.807503,124.807503,187630000.0
2020-08-31,127.580002,131.0,126.0,129.039993,129.039993,225702700.0
2020-09-01,132.759995,134.800003,130.529999,134.179993,134.179993,151948100.0
